timestamp,CH3LoadDisp,CH3PctLoad,CH4LoadDisp,CH4PctLoad,CH5LoadDisp,CH5PctLoad,CHkW%,CHTON%,PercentAnnualSavings,PercentCommFail,PercentInLoopFollow,PercentInLoopNotFollow,PercentLOOPREQ_OFF,PercentNotFollowing,PercentNotOperating,PercentNotOptimized,PercentOEDrop,PercentOELOOP_OFF,PercentOptimized,PercentOutOfLoop,PercentSavings,RealtimeSavings,CDW_DeltaT,CDWDT,CDWRT_Avg,CDWST_Avg,CH3CDPST,CH3CDT,CH3CDTSC,CH3CDW_DeltaT,CH3CDWDT,CH3CDWRT,CH3CDWST,CH3CHW_DeltaT,CH3CHWDT,CH3CHWRT,CH3CHWST,CH3CHWSTSP,CH3CompDiscSuperheat,CH3CondApproach,CH3DISTEMP,CH3DTLift,CH3EvapApproach,CH3EVPST,CH3EVT,CH3Lift,CH4CDPST,CH4CDT,CH4CDTSC,CH4CDW_DeltaT,CH4CDWDT,CH4CDWRT,CH4CDWST,CH4CHW_DeltaT,CH4CHWDT,CH4CHWRT,CH4CHWST,CH4CHWSTSP,CH4CompDiscSuperheat,CH4CondApproach,CH4DISTEMP,CH4DTLift,CH4EvapApproach,CH4EVPST,CH4EVT,CH5CDPST,CH5CDT,CH5CDTSC,CH5CDW_DeltaT,CH5CDWDT,CH5CDWRT,CH5CDWST,CH5CHW_DeltaT,CH5CHWDT,CH5CHWRT,CH5CHWST,CH5CHWSTSP,CH5CompDiscSuperheat,CH5CondApproach,CH5DISTEMP,CH5DTLift,CH5EvapApproach,CH5EVPST,CH5EVT,CH5Lift,CHW_DeltaT,CHW_DT,CHWDT,CHWRT,CHWRT_Avg,CHWRT2,CHWRT3,CHWST,CHWST_Avg,CHWST2,CHWST3,CHWSTSP,HX1CDWRT,HX1CDWST,HX1CHWRT,HX1CHWST,MaxCHDTLift,MinCHDTLift,OAT,OAWB,CDWP3SPD,CDWP4SPD,CDWP5SPD,CDWPSPD,CDWVLV,CH3COM1IGV,CH3COM1SPD,CH3FLA,CH4COM1SPD,CH4FLA,CH5COM1IGV,CH5COM1SPD,CH5FLA,CHWV10,CHWV11,CHWV12,CHWV13,CHWV14,CHWV15,CHWV16,CHWV17,CHWV18,CHWV19,CHWV20,CHWV21,CHWV22,CHWV23,CHWV24,CHWV25,CHWV26,CHWV27,CHWV3,CHWV4,CHWV5,CHWV6,CHWV7,CHWV9,CT4SPD,CT5SPD,CTFSPD,HX1CDWVLV,HX1CHWVLV,OAH,OEWATCHDOG,PCHWP3SPD,PCHWP4SPD,PCHWP5SPD,PCHWPSPD,SCHWP3SPD,SCHWP4SPD,SCHWP5SPD,SCHWPSPD,CDWVLV2,CH3Load,CH4Load,CH5Load,DollarCost,DollarRatePerkWh,DollarsSaved,Lost Dollar Savings,OldDollarCost,ProjAnnualDollarSavings,ProjDollarCost,CDWP3SS,CDWP4SS,CDWP5SS,CH3SS,CH4SS,CH5SS,CT4SS,CT5SS,FREECLG_ENB,PCHWP3SS,PCHWP4SS,PCHWP5SS,SCHWP3SS,SCHWP4SS,SCHWP5SS,CDWPTR,CTTR,NOCDWPR,NOCHR,NOCTR,NOPCHWPR,NOSCHWPR,PCHWPTR,SCHWPTR,CH3CHWFLO,CH4CHWFLO,CH5CHWFLO,CHW_GPM,CHWFLO,DecouplerFlo,CDWP3HZ,CDWP4HZ,CDWP5HZ,CT4HZ,CT5HZ,PCHWP3HZ,PCHWP4HZ,PCHWP5HZ,SCHWP3HZ,SCHWP4HZ,SCHWP5HZ,kBTU,kBTUSqFt,CDWP3kW,CDWP4kW,CDWP5kW,CDWPkW,CH3kW,CH4kW,CH5kW,Chiller_kW,CHkW,CHWPkW,CT4kW,CT5kW,CTkW,kW Delta,OldkW,PCHWP3kW,PCHWP4kW,PCHWP5kW,PCHWPkW,Peak kW,ProjkW,SCHWP3kW,SCHWP4kW,SCHWP5kW,SCHWPkW,TotalkW,Calc_ProjkWTon,CDWP_kW/Ton,CH_kW/Ton,CH3_kW/Ton,CH3Calc_ProjkW$2fTon,CH3Calc_ProjkW/Ton_old,CH3kW$2fTon,CH3kW/Ton,CH4_kW/Ton,CH4Calc_ProjkW$2fTon,CH4Calc_ProjkW/Ton_old,CH4W$2fTon,CH5_kW/Ton,CH5Calc_ProjkW$2fTon,CH5Calc_ProjkW/Ton_old,CH5kW$2fTon,CHkW$2fTon,CHWP_kW/Ton,CLGCHkW_TON,CTFan_kW/Ton,kW/Ton,kW/Ton_InLoopFollow,kW/Ton_InLoopNotFollow,kW/Ton_OutLoop,Live kW/Ton,Live kW/TON_DUPLICATE,OldkW/Ton,ProjkW/Ton,kW/Ton Delta,CDWP_kWh,CH_kWh,CHWP_kWh,CTFan_kWh,kWh,kWh Delta,kWh_InLoopFollow,kWh_InLoopNotFollow,kWh_OutLoop,kWhSqFt,OldkWh,ProjkWh,CO2Cost,CO2Saved,OldCO2Cost,ProjCO2Cost,CDWP3Failed,CDWP3SPD_Alarm,CDWP4Failed,CDWP4SPD_Alarm,CDWP5Failed,CDWP5SPD_Alarm,CH_Alarm,CH3_CHWSTSP_Alarm,CH3ALARM,CH3F,CH4_CHWSTSP_Alarm,CH4ALARM,CH4F,CH5_CHWSTSP_Alarm,CH5ALARM,CH5F,CHLRShortCycle_Alarm,commfail,CommFail_Alarm,CommunicationFailure,CT_Alarm,CT4Failed,CT4SPD_Alarm,CT5Failed,CT5SPD_Alarm,CTTR_ALARM,PCHWP_Alarm,PCHWP3Failed,PCHWP3SPD_Alarm,PCHWP4Failed,PCHWP4SPD_Alarm,PCHWP5Failed,PCHWP5SPD_Alarm,RUNCHLR3_ALARM,RUNCHLR4_ALARM,RUNCHLR5_ALARM,RUNCTFAN_Alarm,SCHWP_Alarm,SCHWP3Failed,SCHWP3SPD_Alarm,SCHWP4Failed,SCHWP4SPD_Alarm,SCHWP5Failed,SCHWP5SPD_Alarm,SCHWPTR_ALARM,System_CHWSTSP_Alarm,BASMODE,CH3SBoolean,CH5SBoolean,CLGREQD,Cond_DeltaT_>_10_Degrees,FREECLGALERT,InLoopFollow,InLoopNotFollow,Not_Following_Set_Point,OECREADY,OptimumControl,Out_Of_LoopMode,OutOfLoop,RUNCTFAN,CH3CHWVLV,CH4CHWVLV,CH5CDWVLV,CH5CHWVLV,CT4EVLV,CT5EVLV,CH3CDP,CH3CDTSP,CH3DPLift,CH3EVP,CH3EVTSP,CH4CDP,CH4CDTSP,CH4DPLift,CH4EVP,CH4EVTSP,CH5CDP,CH5CDTSP,CH5DPLift,CH5EVP,CHWDP2,MaxCHDPLift,MinCHDPLift,CHWDP,CDWP3S,CDWP4S,CDWP5S,CH3COM1S,CH3S,CH4COM1S,CH4S,CH4SBoolean,CH5COM1S,CH5S,CT4S,CT5S,HX1Online,PCHWP3S,PCHWP4S,PCHWP5S,SCHWP3S,SCHWP4S,SCHWP5S,CH3Ton,CH3Tons,CH4Ton,CH4Tons,CH5Ton,CH5Tons,CHTons,Ton,TotalTon,TonHours,TonHours_InLoopFollow,TonHours_InLoopNotFollow,TonHours_OutLoop,CH3AVAIL,CH3SURGE,CH4AVAIL,CH5AVAIL,CH5SURGE,LOOPREQ,RUNCHLR3,RUNCHLR4,RUNCHLR5,CH3SURGECNT,CH4SURGECNT,CH5SURGECNT,CLGMODE,StationSTG
2017-01-01T00:00:00.000Z,0.0,0.0,0.0,0.0,0.0,42.3023322423,,,0.0,,,,0.0,,,,0.0,0.0,,,,,5.15833346049,5.15833346049,62.0750001272,56.9166666667,,,,1.70833015442,,,,5.4250014623,,,,,,,,,,,,,,,,1.7166633606,,,,1.14999866486,,,,,,,,,,,,,,,5.15833346049,,,,8.63333352407,,,,,,,,,,,,,,,8.20208358765,,54.6083335876,,,,46.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0670000016689,,,,52375.3515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-576.117838542,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,0.391453181704,0.0,0.172227532913,,,0.172227532913,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,148.171096802,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,
2017-01-01T01:00:00.000Z,0.0,0.0,0.0,0.0,0.0,42.3557249705,,,0.0,,,,0.0,,,,0.0,0.0,,,,,5.1916662852,5.1916662852,62.0333331426,56.8416668574,,,,1.73333231608,,,,5.54166698456,,,,,,,,,,,,,,,,1.70833015442,,,,1.14166641235,,,,,,,,,,,,,,,5.1916662852,,,,8.50833257039,,,,,,,,,,,,,,,8.11041609446,,54.5166660945,,,,46.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0670000016689,,,,52375.3515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-569.930338542,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,0.389533681174,0.0,0.175032661607,,,0.175032661607,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,148.245039622,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,
2017-01-01T02:00:00.000Z,0.0,0.0,0.0,0.0,0.0,41.4265871048,,,0.0,,,,0.0,,,,0.0,0.0,,,,,5.04166634878,5.04166634878,62.0,56.9583336512,,,,1.75833574931,,,,5.61666615804,,,,,,,,,,,,,,,,1.68333180745,,,,1.14166673024,,,,,,,,,,,,,,,5.04166634878,,,,8.375,,,,,,,,,,,,,,,7.96041711171,,54.3666671117,,,,46.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0670000016689,,,,52375.3515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-572.388671875,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,0.392698104183,0.0,0.171471988161,,,0.171471988161,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,144.993055979,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,
2017-01-01T03:00:00.000Z,0.0,0.0,0.0,0.0,0.0,40.605981191,,,0.0,,,,0.0,,,,0.0,0.0,,,,,4.96666622162,4.96666622162,61.6916662852,56.7250000636,,,,1.76667022705,,,,5.61666520437,,,,,,,,,,,,,,,,1.72500419617,,,,1.25,,,,,,,,,,,,,,,4.96666622162,,,,8.24166742961,,,,,,,,,,,,,,,7.84375063578,,54.2500006358,,,,46.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0670000016689,,,,52375.3515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-574.326171875,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,0.391249569754,0.0,0.167808727672,,,0.167808727672,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,142.120932261,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,
2017-01-01T04:00:00.000Z,0.0,0.0,0.0,0.0,0.0,41.0572903951,,,0.0,,,,0.0,,,,0.0,0.0,,,,,4.99999968211,4.99999968211,61.3666664759,56.3666667938,,,,1.74167060852,,,,5.63333161672,,,,,,,,,,,,,,,,1.73333740234,,,,1.17500114441,,,,,,,,,,,,,,,4.99999968211,,,,8.27499993642,,,,,,,,,,,,,,,7.86874993642,,54.2749999364,,,,46.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0670000016689,,,,52375.3515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-571.659505208,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,0.384435566763,0.0,0.165584947914,,,0.165584947914,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,143.552254359,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,
2017-01-01T05:00:00.000Z,0.0,0.0,0.0,0.0,0.0,40.3465070724,,,0.0,,,,0.0,,,,0.0,0.0,,,,,4.86666552226,4.86666552226,60.7249997457,55.8583342234,,,,1.75833702087,,,,5.59999847412,,,,,,,,,,,,,,,,1.70000394185,,,,1.20833365122,,,,,,,,,,,,,,,4.86666552226,,,,8.25833415985,,,,,,,,,,,,,,,7.82708390554,,54.2333339055,,,,46.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0670000016689,,,,52375.3515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-577.847005208,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,0.378598141174,0.0,0.158162618677,,,0.158162618677,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,141.212773641,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,
2017-01-01T06:00:00.000Z,0.0,0.0,0.0,0.0,0.0,40.2907225291,,,0.0,,,,0.0,,,,0.0,0.0,,,,,4.87499968211,4.87499968211,60.7833331426,55.9083334605,,,,1.77500343323,,,,5.61666520437,,,,,,,,,,,,,,,,1.7500038147,,,,1.21666653951,,,,,,,,,,,,,,,4.87499968211,,,,8.27499961853,,,,,,,,,,,,,,,7.87526035309,,54.2749999364,,,,46.3997395833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0670000016689,,,,52375.3515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-578.992838542,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,0.379011663298,0.0,0.15914227441,,,0.15912702928,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,141.003985087,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,
2017-01-01T07:00:00.000Z,0.0,0.0,0.0,0.0,0.0,40.1845722198,,,0.0,,,,0.0,,,,0.0,0.0,,,,,4.90833377838,4.90833377838,60.700000445,55.7916666667,,,,1.77500343323,,,,5.59166495005,,,,,,,,,,,,,,,,1.73333485921,,,,1.20833269755,,,,,,,,,,,,,,,4.90833377838,,,,8.14166641235,,,,,,,,,,,,,,,7.75104141235,,54.1416664124,,,,46.390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0670000016689,,,,52375.3515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-573.367838542,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,0.377789181968,0.0,0.157966139416,,,0.157966139416,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,140.631593704,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,
2017-01-01T08:00:00.000Z,0.0,0.0,0.0,0.0,0.0,40.2562036514,,,0.0,,,,0.0,,,,0.0,0.0,,,,,4.93333339691,4.93333339691,61.1583334605,56.2250000636,,,,1.7500038147,,,,5.61666425069,,,,,,,,,,,,,,,,1.77499834696,,,,1.18333276113,,,,,,,,,,,,,,,4.93333339691,,,,8.30833403269,,,,,,,,,,,,,,,7.91770903269,,54.3083340327,,,,46.390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0670000016689,,,,52375.3515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-580.972005208,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,0.384937291344,0.0,0.164631435027,,,0.164640327295,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,140.904090246,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,
2017-01-01T09:00:00.000Z,0.0,0.0,0.0,0.0,0.0,41.2913446426,,,0.0,,,,0.0,,,,0.0,0.0,,,,,5.00833352407,5.00833352407,61.7000001272,56.6916666031,,,,1.7500038147,,,,5.61666425069,,,,,,,,,,,,,,,,1.79999542236,,,,1.16666571299,,,,,,,,,,,,,,,5.00833352407,,,,8.29166666667,,,,,,,,,,,,,,,7.89270846049,,54.2833334605,,,,46.390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0670000016689,,,,52375.3515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-569.847005208,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,0.389330084125,0.0,0.169343053053,,,0.16940756763,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,144.524044673,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,
